SIMULATION 6: 50 xApps, 75 Parameters, 20 KPIs

XAPP-PARAMETER CONTROL RANGES
xapp,parameter,range_min,range_max
x29,p38,70.57,247.06
x29,p71,24.94,460.88
x29,p70,38.1,147.12
x29,p69,224.45,397.27
x29,p56,51.96,100.79
x29,p35,106.92,168.74
x29,p58,121.95,148.07
x29,p53,161.03,282.77
x30,p16,111.28,230.06
x30,p52,60.84,378.89
x30,p48,106.18,346.97
x30,p27,112.94,454.01
x30,p37,41.92,214.14
x30,p51,119.54,464.22
x30,p36,77.12,264.85
x30,p71,220.22,476.72
x30,p15,114.79,197.88
x30,p50,101.94,339.13
x30,p1,120.55,145.6
x30,p34,165.1,344.71
x30,p4,130.68,261.66
x30,p67,240.04,401.08
x30,p11,157.52,272.97
x30,p47,152.78,304.12
x30,p20,175.21,222.02
x30,p68,135.2,279.91
x30,p40,162.22,255.63
x30,p12,62.43,244.29
x30,p55,86.85,141.32
x30,p28,134.88,303.73
x30,p3,99.23,356.02
x30,p31,81.67,387.36
x30,p33,96.65,297.46
x30,p5,212.31,273.52
x30,p72,177.62,278.67
x30,p56,27.52,102.18
x30,p6,108.32,192.51
x30,p23,103.02,332.68
x30,p26,69.81,173.44
x30,p75,117.45,289.58
x30,p8,69.12,339.71
x30,p42,45.29,204.27
x30,p9,34.72,91.52
x30,p17,128.29,208.5
x30,p10,185.22,336.76
x30,p70,68.68,186.88
x30,p32,51.75,133.84
x30,p65,115.82,237.44
x30,p73,188.65,220.98
x30,p46,171.48,256.61
x30,p63,170.46,361.51
x31,p2,216.73,424.69
x31,p40,78.5,253.56
x31,p69,100.47,300.63
x31,p12,57.36,254.14
x31,p54,107.78,280.73
x31,p67,272.79,370.97
x31,p6,150.53,202.44
x31,p68,71.11,235.15
x31,p1,90.88,152.81
x31,p35,89.85,160.88
x31,p61,167.46,436.65
x31,p51,80.56,343.28
x31,p30,139.03,158.76
x31,p46,169.58,324.01
x31,p16,115.53,257.84
x31,p70,102.62,194.88
x31,p17,172.15,289.17
x31,p74,163.46,212.52
x31,p18,45.3,87.94
x31,p11,192.53,240.8
x31,p66,116.88,193.64
x31,p48,71.67,249.43
x31,p56,29.76,95.52
x31,p29,115.67,266.69
x31,p33,81.91,192.11
x31,p4,105.81,187.58
x31,p9,43.48,67.77
x31,p22,61.52,241.94
x32,p45,99.45,281.41
x32,p21,252.54,412.63
x32,p23,47.82,312.7
x32,p5,178.49,434.99
x32,p12,124.16,335.09
x32,p8,27.63,260.67
x32,p34,109.21,335.81
x32,p13,135.09,270.93
x32,p65,151.77,280.86
x32,p4,86.02,179.17
x32,p38,126.06,205.77
x32,p35,80.56,156.05
x32,p9,57.28,61.01
x32,p43,209.87,298.1
x32,p3,242.98,459.6
x32,p39,264.02,361.77
x32,p30,95.42,181.56
x32,p27,220.68,378.0
x32,p26,78.02,156.02
x32,p20,168.96,278.77
x32,p14,76.47,138.37
x32,p49,143.59,275.94
x32,p47,92.21,288.16
x32,p75,108.75,383.49
x32,p7,92.0,132.24
x32,p11,213.8,293.53
x32,p33,133.27,276.85
x32,p73,194.5,277.64
x32,p25,138.26,521.2
x32,p60,82.39,285.84
x32,p52,180.69,400.46
x32,p58,97.47,156.99
x32,p48,110.8,296.93
x32,p19,44.8,323.79
x32,p61,104.88,458.4
x32,p57,121.78,225.19
x32,p69,257.76,299.14
x32,p66,126.09,183.07
x32,p41,160.12,457.35
x32,p67,171.9,533.64
x33,p36,76.96,295.36
x33,p63,208.12,280.61
x33,p16,144.41,230.71
x33,p12,108.82,395.37
x33,p45,68.92,301.68
x33,p57,156.74,325.57
x33,p20,145.43,241.31
x33,p28,46.33,241.57
x33,p68,187.37,351.61
x33,p4,148.38,256.75
x33,p55,117.51,152.24
x33,p21,235.04,277.17
x33,p41,264.99,342.73
x33,p15,85.42,184.97
x33,p2,213.11,319.54
x33,p51,176.62,345.74
x33,p19,59.56,234.99
x33,p64,339.9,358.16
x33,p61,180.88,564.61
x33,p32,40.88,140.91
x33,p49,194.66,200.7
x33,p27,175.27,332.72
x33,p34,165.91,243.08
x33,p13,191.67,309.04
x33,p22,223.21,299.94
x33,p30,97.97,183.09
x33,p72,157.81,280.15
x33,p46,191.37,354.87
x33,p43,184.4,370.53
x33,p48,176.85,203.03
x33,p6,157.76,171.04
x33,p53,105.64,421.29
x33,p11,157.78,297.84
x33,p18,29.73,97.0
x33,p52,172.52,292.09
x34,p43,231.78,367.11
x34,p33,50.95,313.74
x34,p68,69.0,226.77
x34,p35,88.34,156.18
x34,p56,23.04,84.75
x34,p1,82.57,163.18
x34,p55,109.25,186.28
x34,p73,199.08,209.67
x34,p14,77.41,118.01
x34,p47,73.37,199.4
x34,p21,168.14,434.55
x34,p26,80.14,235.62
x34,p69,136.63,453.63
x34,p23,179.03,243.68
x34,p22,148.03,244.29
x34,p2,197.87,364.76
x34,p71,160.35,277.86
x34,p29,80.35,249.93
x34,p39,173.29,316.17
x34,p30,122.53,154.48
x34,p66,99.79,202.23
x34,p59,166.45,387.69
x34,p37,90.29,197.97
x34,p12,101.71,283.83
x34,p51,228.22,443.22
x34,p62,147.87,405.66
x34,p72,140.05,212.26
x34,p67,309.63,398.22
x34,p70,63.65,155.08
x34,p45,102.33,163.84
x34,p42,49.39,263.92
x34,p52,137.88,350.37
x34,p3,181.46,350.61
x34,p4,102.21,220.45
x34,p7,72.9,122.62
x34,p50,206.51,435.4
x34,p46,137.32,277.22
x34,p18,4.18,83.55
x34,p6,119.13,184.26
x34,p75,120.43,301.08
x35,p64,199.81,534.33
x35,p52,86.69,342.08
x35,p27,261.74,497.81
x35,p71,117.25,401.63
x35,p74,96.84,220.93
x35,p25,230.5,406.73
x35,p5,201.27,298.38
x35,p75,124.79,307.76
x35,p32,101.4,107.32
x35,p70,100.69,126.9
x35,p23,124.42,265.58
x35,p22,50.9,333.89
x35,p3,136.32,298.42
x35,p21,107.1,353.58
x35,p55,43.09,155.36
x35,p1,86.07,174.41
x35,p34,156.79,264.76
x35,p46,178.34,301.43
x35,p49,137.23,200.11
x35,p35,49.86,125.92
x35,p42,109.26,221.99
x35,p63,96.92,425.49
x35,p48,110.75,285.03
x36,p63,146.35,291.8
x36,p13,106.43,263.27
x36,p53,36.93,352.99
x36,p52,89.28,249.74
x36,p71,19.36,483.92
x36,p66,114.36,197.93
x36,p74,93.1,239.51
x36,p61,90.43,488.61
x36,p72,129.43,277.4
x36,p45,88.06,167.32
x36,p42,61.5,227.69
x36,p67,253.96,538.93
x36,p75,37.49,320.92
x36,p3,105.7,364.79
x36,p70,69.58,151.35
x36,p39,91.8,405.78
x36,p30,113.07,162.48
x36,p18,45.97,137.96
x36,p50,199.67,426.61
x36,p73,115.45,271.7
x36,p69,92.53,294.96
x36,p57,134.51,282.6
x36,p38,156.71,255.94
x36,p15,96.28,196.1
x36,p24,144.5,385.9
x36,p58,86.81,205.33
x36,p21,106.78,435.41
x36,p25,270.68,534.59
x36,p55,86.61,227.07
x36,p37,107.31,189.79
x36,p9,35.48,66.0
x36,p41,40.28,347.03
x36,p4,65.68,254.99
x36,p54,158.22,225.15
x36,p46,169.23,235.47
x36,p51,85.72,451.28
x36,p5,198.38,272.87
x37,p11,216.85,354.09
x37,p36,96.66,267.51
x37,p45,116.04,302.16
x37,p59,13.92,347.72
x37,p7,69.95,132.25
x37,p34,195.62,229.87
x37,p16,80.88,208.42
x37,p43,146.55,323.22
x37,p65,161.91,259.98
x37,p47,77.82,233.38
x37,p62,20.1,276.5
x37,p5,242.93,357.13
x37,p19,140.26,363.11
x37,p71,46.49,327.85
x37,p44,100.9,131.91
x37,p38,108.73,256.73
x37,p37,45.35,222.87
x37,p8,90.85,375.46
x37,p73,193.82,274.11
x37,p28,83.97,276.23
x37,p24,205.82,305.18
x37,p35,104.93,185.21
x37,p48,84.72,338.29
x37,p9,26.74,62.94
x37,p33,69.97,293.69
x37,p41,256.06,503.76
x37,p55,81.67,225.48
x37,p26,58.43,198.9
x37,p4,97.55,259.08
x37,p31,214.96,324.67
x37,p75,98.39,359.83
x37,p66,132.25,158.85
x37,p74,100.43,170.03
x37,p17,104.51,236.05
x37,p50,229.73,387.43
x37,p15,80.85,249.02
x38,p10,162.76,296.45
x38,p39,204.6,356.67
x38,p52,168.0,337.88
x38,p60,154.24,241.62
x38,p31,108.63,391.86
x38,p5,114.48,354.9
x38,p47,64.6,239.38
x38,p45,43.58,198.13
x38,p75,119.02,316.82
x38,p53,85.16,435.95
x38,p18,41.5,97.97
x38,p27,152.52,442.84
x38,p68,96.7,234.84
x38,p74,149.04,173.49
x38,p28,84.13,223.27
x38,p11,178.0,323.6
x38,p7,74.3,131.87
x38,p40,104.5,186.84
x38,p23,147.72,422.88
x38,p8,67.42,250.32
x38,p62,178.44,296.18
x38,p19,215.35,363.71
x38,p65,189.49,211.09
x38,p61,246.27,470.01
x38,p26,55.22,221.7
x38,p32,65.66,165.22
x38,p42,80.17,266.91
x38,p16,140.78,203.04
x39,p66,134.48,191.51
x39,p64,310.75,553.37
x39,p45,6.11,293.87
x39,p9,46.74,81.78
x39,p25,159.88,354.84
x39,p44,116.25,138.0
x39,p30,109.26,169.17
x39,p67,215.21,537.56
x39,p16,147.71,176.23
x39,p46,81.06,299.14
x39,p75,189.78,283.29
x39,p1,92.2,146.39
x39,p24,244.73,511.16
x39,p70,25.58,167.45
x39,p69,175.14,454.63
x39,p73,161.62,317.88
x39,p15,112.57,238.75
x39,p22,114.22,272.23
x39,p61,292.81,395.07
x39,p26,143.2,204.96
x39,p49,129.64,208.07
x39,p10,68.3,293.15
x39,p14,86.03,114.12
x39,p56,31.32,101.32
x40,p17,168.06,222.96
x40,p8,28.56,315.07
x40,p35,44.24,152.16
x40,p61,244.7,396.38
x40,p58,54.4,148.2
x40,p55,95.48,141.78
x40,p12,150.45,308.69
x40,p19,90.35,329.62
x40,p52,200.84,365.09
x40,p16,115.31,239.48
x40,p50,130.05,419.56
x40,p13,195.09,240.97
x40,p32,59.42,139.3
x40,p68,175.61,352.56
x40,p18,11.89,105.54
x40,p6,157.92,174.67
x40,p67,173.25,480.38
x40,p47,42.02,216.84
x40,p71,232.64,294.51
x40,p31,99.58,424.01
x40,p57,142.27,291.6
x40,p38,101.25,240.37
x40,p39,150.03,431.23
x41,p66,132.63,160.47
x41,p60,115.71,288.9
x41,p56,31.18,101.08
x41,p31,69.99,377.65
x41,p10,102.37,219.24
x41,p29,172.45,281.22
x41,p55,90.12,151.15
x41,p9,34.24,72.22
x41,p44,106.66,169.03
x41,p58,85.93,197.19
x41,p17,119.84,196.43
x41,p32,45.35,107.59
x41,p42,70.85,162.42
x41,p4,82.31,264.65
x41,p61,285.54,436.32
x41,p33,112.14,276.4
x41,p13,175.31,206.98
x41,p39,161.66,372.73
x41,p40,53.05,263.45
x41,p41,263.9,423.71
x41,p28,143.88,239.43
x41,p74,93.51,208.52
x41,p63,76.68,347.17
x41,p62,81.91,426.33
x41,p36,40.94,264.15
x41,p12,218.33,282.5
x41,p35,63.17,129.94
x41,p8,112.81,383.2
x41,p5,41.61,304.36
x41,p19,190.24,374.67
x41,p71,70.16,470.46
x41,p21,268.04,387.65
x41,p57,162.13,288.16
x41,p22,144.67,411.84
x41,p45,103.82,207.66
x41,p54,138.55,289.51
x41,p3,265.06,447.3
x41,p16,153.44,217.83
x41,p23,222.63,239.8
x41,p49,158.68,207.42
x42,p13,132.77,290.36
x42,p39,249.73,328.28
x42,p51,190.3,441.38
x42,p38,132.73,189.21
x42,p3,96.53,456.51
x42,p30,132.77,171.84
x42,p23,67.1,304.08
x42,p19,84.23,271.96
x42,p61,219.01,450.74
x42,p72,172.4,196.61
x42,p11,125.55,246.34
x42,p29,154.74,335.04
x42,p46,87.81,212.05
x42,p7,95.61,145.39
x42,p5,176.98,260.93
x42,p63,214.35,357.32
x42,p27,68.51,494.05
x42,p17,77.54,216.85
x42,p75,205.47,279.74
x42,p58,85.03,145.12
x42,p73,172.01,302.04
x42,p24,182.01,361.34
x42,p55,47.94,187.31
x42,p44,42.38,136.61
x42,p34,129.09,238.01
x42,p54,153.8,175.93
x42,p35,101.45,150.01
x42,p65,100.05,292.01
x42,p57,101.94,288.65
x42,p62,187.0,325.71
x42,p60,128.43,170.96
x42,p68,69.0,311.96
x42,p66,109.94,201.97
x42,p47,162.38,275.13
x42,p16,140.5,187.7
x42,p53,196.3,379.16
x42,p31,109.55,443.84
x42,p32,60.29,129.23
x42,p64,264.19,460.08
x42,p20,120.37,266.56
x42,p6,120.43,232.33
x42,p1,123.14,158.47
x43,p12,81.51,282.46
x43,p69,179.47,343.87
x43,p20,195.51,294.53
x43,p31,235.14,450.99
x43,p48,113.73,350.85
x43,p50,230.11,332.1
x43,p58,84.17,203.19
x43,p54,136.67,256.32
x43,p21,275.76,381.63
x43,p19,112.23,261.01
x43,p53,112.16,404.15
x43,p34,203.58,350.79
x43,p1,85.29,175.25
x43,p56,42.13,83.6
x43,p22,52.23,372.36
x43,p33,80.71,298.93
x43,p52,135.94,413.34
x43,p75,80.53,229.85
x43,p70,33.83,141.02
x43,p60,130.46,207.07
x43,p51,142.36,275.72
x43,p16,149.59,252.28
x43,p65,168.73,198.01
x43,p5,208.09,356.07
x43,p30,134.44,164.51
x43,p3,239.53,447.27
x43,p32,32.72,109.29
x43,p64,108.41,376.17
x43,p7,70.21,133.21
x43,p46,49.79,248.14
x43,p42,40.96,207.29
x43,p44,101.65,123.3
x43,p15,15.51,160.11
x43,p61,131.01,493.58
x43,p13,155.55,267.02
x43,p66,119.24,198.46
x43,p28,114.41,212.82
x43,p18,72.51,129.65
x43,p25,219.06,335.18
x43,p23,90.09,284.65
x43,p55,104.37,170.95
x43,p10,52.07,329.9
x44,p38,91.97,214.26
x44,p33,103.45,256.8
x44,p19,196.44,282.61
x44,p17,122.63,271.97
x44,p70,98.78,182.32
x44,p49,145.78,216.95
x44,p75,198.28,389.71
x44,p37,44.97,204.88
x44,p39,207.83,425.07
x44,p52,199.38,405.95
x44,p73,122.06,323.73
x44,p2,126.55,387.03
x44,p15,143.72,276.5
x44,p6,162.83,173.9
x44,p44,66.49,190.0
x44,p30,127.18,180.34
x44,p3,101.75,503.72
x44,p11,169.07,301.2
x44,p65,175.57,306.95
x44,p4,139.08,226.72
x44,p66,114.39,185.89
x44,p68,161.8,291.49
x44,p8,67.49,406.89
x44,p57,106.36,298.05
x44,p46,155.93,267.32
x44,p31,234.1,329.67
x44,p63,177.49,404.83
x44,p55,80.11,148.79
x44,p22,231.62,393.9
x44,p40,101.84,256.63
x44,p45,55.31,199.02
x44,p53,53.27,443.73
x44,p62,49.2,308.29
x44,p42,27.54,195.48
x44,p24,114.93,412.29
x44,p1,110.17,156.43
x44,p16,120.24,196.32
x44,p34,178.11,341.68
x44,p72,164.13,253.15
x45,p39,217.52,413.04
x45,p49,122.74,230.04
x45,p40,101.07,260.97
x45,p11,68.74,389.19
x45,p14,93.33,117.96
x45,p37,60.25,211.54
x45,p25,58.98,487.13
x45,p45,49.14,309.71
x45,p63,221.95,355.3
x45,p48,55.92,280.72
x45,p2,176.3,396.0
x45,p20,75.21,387.53
x45,p36,159.31,294.32
x45,p5,111.1,291.19
x45,p34,176.65,245.52
x45,p54,146.75,194.18
x45,p65,95.34,206.52
x45,p52,186.58,389.54
x45,p24,170.23,446.53
x45,p50,169.57,365.48
x45,p69,124.23,320.72
x45,p57,188.9,354.05
x45,p53,137.99,373.76
x45,p22,79.32,390.42
x45,p3,66.62,502.1
x45,p55,60.94,203.77
x45,p73,181.58,318.1
x45,p7,82.78,126.2
x45,p13,179.64,282.77
x45,p26,147.46,199.83
x45,p30,125.51,166.91
x45,p19,118.98,330.08
x45,p41,151.58,326.2
x45,p75,214.94,346.61
x45,p46,111.59,214.7
x45,p32,100.19,144.04
x45,p56,21.21,68.79
x45,p58,114.06,211.65
x45,p62,203.24,245.63
x45,p67,123.54,364.51
x45,p38,150.25,200.82
x45,p8,55.58,247.47
x45,p72,118.32,245.92
x45,p15,36.52,264.72
x46,p71,69.53,420.42
x46,p2,163.83,372.22
x46,p74,126.21,224.72
x46,p9,35.25,71.93
x46,p6,155.67,233.35
x46,p32,58.53,144.16
x46,p73,118.85,261.0
x46,p63,78.09,284.93
x46,p50,141.77,337.76
x46,p66,145.02,181.71
x46,p12,219.85,318.01
x46,p23,43.34,286.17
x46,p46,194.21,279.53
x46,p75,107.8,275.31
x46,p27,58.08,385.9
x46,p4,70.23,263.77
x46,p35,41.25,119.18
x46,p20,38.89,220.91
x46,p54,85.04,229.11
x46,p56,30.25,66.22
x46,p22,222.23,366.45
x46,p59,123.21,250.31
x46,p33,151.63,319.48
x46,p8,58.15,400.29
x46,p52,109.91,339.8
x46,p65,99.48,203.59
x46,p18,10.61,92.96
x46,p44,89.45,165.8
x47,p64,210.35,486.74
x47,p57,133.42,327.04
x47,p51,108.35,477.75
x47,p14,90.05,131.98
x47,p7,69.59,120.08
x47,p47,95.41,291.57
x47,p16,160.57,262.8
x47,p15,70.61,183.78
x47,p44,48.69,156.27
x47,p12,232.45,330.46
x47,p62,99.66,321.04
x47,p45,47.27,181.49
x47,p67,113.1,530.12
x47,p68,156.43,245.78
x47,p18,32.86,125.03
x47,p49,186.85,237.75
x47,p61,94.04,483.63
x47,p48,159.49,233.22
x47,p30,118.48,184.99
x47,p41,233.77,485.38
x47,p52,238.47,337.86
x47,p34,120.67,278.14
x47,p53,47.42,354.54
x47,p46,101.45,215.79
x47,p24,268.19,399.25
x47,p60,34.33,200.92
x47,p23,31.03,394.15
x47,p3,101.54,318.48
x47,p50,146.99,349.47
x47,p35,55.1,164.05
x47,p38,136.48,257.78
x47,p71,21.05,294.17
x47,p37,60.01,172.46
x47,p27,195.25,401.17
x47,p28,138.81,191.93
x48,p63,80.11,432.95
x48,p17,78.91,229.32
x48,p33,165.41,254.92
x48,p49,139.76,264.83
x48,p62,192.91,329.39
x48,p6,126.12,198.4
x48,p44,114.71,175.63
x48,p75,142.91,303.59
x48,p31,243.0,360.2
x48,p23,87.84,236.43
x48,p61,162.13,501.84
x48,p5,67.08,382.75
x48,p8,136.84,441.3
x48,p40,55.07,221.46
x48,p22,110.13,252.86
x48,p73,191.16,294.71
x48,p34,79.6,297.4
x48,p57,99.24,300.97
x48,p41,33.62,366.05
x48,p66,108.64,180.18
x48,p60,66.79,264.24
x48,p51,230.88,472.95
x48,p21,226.41,324.91
x48,p48,95.38,348.21
x48,p3,124.25,455.88
x48,p32,51.52,136.44
x48,p29,151.38,328.43
x48,p58,64.03,168.15
x48,p25,261.38,379.07
x49,p29,170.18,224.87
x49,p42,82.02,190.72
x49,p6,120.55,211.43
x49,p26,105.51,207.0
x49,p11,78.59,301.8
x49,p52,167.34,339.58
x49,p47,170.17,305.49
x49,p32,98.1,134.5
x49,p43,178.74,388.6
x49,p50,151.69,313.33
x49,p16,167.77,247.57
x49,p12,119.99,308.91
x49,p62,74.18,321.94
x49,p14,74.3,139.6
x49,p20,137.43,356.82
x49,p13,127.54,212.08
x49,p15,135.24,205.45
x49,p57,181.19,318.21
x49,p24,186.0,461.25
x49,p63,112.78,268.15
x49,p65,182.77,240.05
x49,p33,99.33,319.29
x49,p44,80.29,123.9
x49,p34,88.91,333.48
x49,p38,98.68,246.1
x49,p22,101.19,401.47
x49,p31,163.87,381.66
x49,p39,237.8,386.51
x49,p53,195.08,297.41
x49,p41,77.91,379.05
x49,p68,75.14,313.98
x49,p30,114.54,173.18
x50,p39,103.88,506.01
x50,p4,133.42,171.38
x50,p3,173.65,396.04
x50,p44,67.68,134.79
x50,p58,86.09,198.03
x50,p43,195.21,286.21
x50,p10,79.07,273.87
x50,p75,93.57,347.75
x50,p67,299.14,531.49
x50,p50,112.62,271.88
x50,p38,77.41,199.45
x50,p17,183.26,248.45
x50,p73,118.09,205.8
x50,p51,64.82,465.76
x50,p2,142.07,382.27
x50,p18,31.36,109.59
x50,p34,168.76,239.02
x50,p20,53.1,381.87
x50,p25,179.13,427.76
x50,p16,117.9,229.94
x50,p54,76.86,206.92
x50,p52,92.7,400.02
x50,p19,134.18,360.9
x50,p11,168.92,396.28

PARAMETER-KPI INFLUENCE RANGES
parameter,p_range_min,p_range_max,kpi,k_min,k_max
p1,101.53,171.46,k1,29.03930263925578,133.32679051354006
p1,87.48,136.49,k7,24.27848662082414,164.1133008691957
p1,126.08,174.84,k5,35.93377448207023,153.01846452285918
p1,109.08,164.81,k16,38.60872540631183,117.69892079634275
p1,111.46,139.53,k9,0.16357855909641117,22.347116004713854
p1,119.26,162.06,k10,30.775507840802423,138.84476019608212
p1,120.3,154.98,k8,38.04262108471798,96.92481261531839
p1,114.3,139.35,k12,49.420685952353224,241.9365333873967
p1,120.29,134.25,k19,4.269192873176753,92.68003633301761
p2,180.3,426.21,k11,43.61489939894739,137.98871996924328
p2,172.84,348.19,k3,16.683977982942494,196.37292257392812
p2,158.29,392.36,k19,4.269192873176753,92.68003633301761
p2,111.28,377.77,k18,43.02104793135923,176.11522638673003
p2,93.52,375.95,k13,23.990466349629813,161.33543610998106
p2,100.56,434.03,k7,24.27848662082414,164.1133008691957
p2,142.86,344.51,k15,9.612710584552586,49.013775199732315
p2,220.92,444.73,k9,0.16357855909641117,22.347116004713854
p2,179.95,444.61,k5,35.93377448207023,153.01846452285918
p2,200.36,271.35,k10,30.775507840802423,138.84476019608212
p2,122.75,415.09,k6,24.457818490991567,67.16366391453575
p3,273.19,477.05,k1,29.03930263925578,133.32679051354006
p3,229.94,330.92,k17,38.219102856762014,163.73999364732992
p3,149.28,367.65,k3,16.683977982942494,196.37292257392812
p3,85.87,480.24,k10,30.775507840802423,138.84476019608212
p3,150.38,496.48,k9,0.16357855909641117,22.347116004713854
p3,117.75,383.63,k16,38.60872540631183,117.69892079634275
p3,145.87,385.36,k7,24.27848662082414,164.1133008691957
p3,88.33,445.14,k12,49.420685952353224,241.9365333873967
p3,195.79,333.16,k8,38.04262108471798,96.92481261531839
p3,92.74,430.31,k5,35.93377448207023,153.01846452285918
p3,247.4,400.19,k6,24.457818490991567,67.16366391453575
p3,182.12,385.56,k4,15.775592825424766,121.05969236851968
p4,87.47,237.59,k6,24.457818490991567,67.16366391453575
p4,104.65,261.76,k11,43.61489939894739,137.98871996924328
p4,100.79,263.87,k12,49.420685952353224,241.9365333873967
p4,132.92,219.61,k5,35.93377448207023,153.01846452285918
p4,159.13,188.78,k1,29.03930263925578,133.32679051354006
p4,101.78,188.95,k19,4.269192873176753,92.68003633301761
p4,65.52,252.87,k2,25.924630173287017,137.70656125325326
p4,70.86,205.7,k14,48.68067929375863,107.43202214542788
p4,103.29,243.13,k8,38.04262108471798,96.92481261531839
p5,186.98,374.15,k7,24.27848662082414,164.1133008691957
p5,99.34,478.72,k17,38.219102856762014,163.73999364732992
p5,105.97,322.36,k18,43.02104793135923,176.11522638673003
p5,230.43,380.22,k20,0.3500144473473077,38.65342321814414
p5,227.24,275.53,k12,49.420685952353224,241.9365333873967
p5,165.08,364.64,k13,23.990466349629813,161.33543610998106
p5,29.86,478.85,k14,48.68067929375863,107.43202214542788
p5,213.52,440.84,k8,38.04262108471798,96.92481261531839
p5,128.7,287.66,k6,24.457818490991567,67.16366391453575
p6,102.04,190.05,k11,43.61489939894739,137.98871996924328
p6,127.62,174.87,k2,25.924630173287017,137.70656125325326
p6,110.58,193.06,k12,49.420685952353224,241.9365333873967
p6,136.61,183.36,k17,38.219102856762014,163.73999364732992
p6,130.15,217.33,k15,9.612710584552586,49.013775199732315
p6,134.56,171.59,k5,35.93377448207023,153.01846452285918
p6,139.84,206.9,k20,0.3500144473473077,38.65342321814414
p6,119.98,182.85,k7,24.27848662082414,164.1133008691957
p6,101.35,194.59,k6,24.457818490991567,67.16366391453575
p6,116.46,223.03,k13,23.990466349629813,161.33543610998106
p6,97.94,188.25,k19,4.269192873176753,92.68003633301761
p6,105.97,207.49,k9,0.16357855909641117,22.347116004713854
p6,142.75,194.76,k1,29.03930263925578,133.32679051354006
p7,81.97,138.92,k9,0.16357855909641117,22.347116004713854
p7,81.37,114.9,k12,49.420685952353224,241.9365333873967
p7,104.81,130.42,k15,9.612710584552586,49.013775199732315
p7,70.36,113.11,k8,38.04262108471798,96.92481261531839
p7,75.36,121.49,k5,35.93377448207023,153.01846452285918
p7,93.14,114.17,k17,38.219102856762014,163.73999364732992
p8,61.88,410.45,k6,24.457818490991567,67.16366391453575
p8,21.29,360.21,k12,49.420685952353224,241.9365333873967
p8,137.31,371.06,k3,16.683977982942494,196.37292257392812
p8,70.63,392.7,k10,30.775507840802423,138.84476019608212
p8,22.04,431.7,k4,15.775592825424766,121.05969236851968
p8,124.14,375.06,k8,38.04262108471798,96.92481261531839
p9,36.15,89.47,k13,23.990466349629813,161.33543610998106
p9,50.46,70.28,k4,15.775592825424766,121.05969236851968
p9,47.24,77.63,k18,43.02104793135923,176.11522638673003
p9,37.62,63.25,k2,25.924630173287017,137.70656125325326
p9,30.8,63.68,k11,43.61489939894739,137.98871996924328
p9,49.25,87.92,k8,38.04262108471798,96.92481261531839
p9,38.35,60.84,k15,9.612710584552586,49.013775199732315
p9,53.36,86.88,k12,49.420685952353224,241.9365333873967
p9,39.51,89.57,k9,0.16357855909641117,22.347116004713854
p9,24.35,81.2,k5,35.93377448207023,153.01846452285918
p10,173.17,260.3,k4,15.775592825424766,121.05969236851968
p10,111.9,212.31,k17,38.219102856762014,163.73999364732992
p10,154.75,290.17,k13,23.990466349629813,161.33543610998106
p10,87.39,268.92,k10,30.775507840802423,138.84476019608212
p10,110.25,274.06,k7,24.27848662082414,164.1133008691957
p10,83.95,268.52,k3,16.683977982942494,196.37292257392812
p10,113.24,271.7,k12,49.420685952353224,241.9365333873967
p10,66.95,201.17,k15,9.612710584552586,49.013775199732315
p10,183.43,200.32,k9,0.16357855909641117,22.347116004713854
p10,160.78,231.91,k16,38.60872540631183,117.69892079634275
p10,59.11,200.37,k5,35.93377448207023,153.01846452285918
p11,167.67,345.13,k9,0.16357855909641117,22.347116004713854
p11,152.3,288.46,k6,24.457818490991567,67.16366391453575
p11,137.92,353.09,k14,48.68067929375863,107.43202214542788
p11,85.8,249.45,k17,38.219102856762014,163.73999364732992
p11,209.16,368.95,k13,23.990466349629813,161.33543610998106
p11,182.93,269.61,k20,0.3500144473473077,38.65342321814414
p11,220.56,275.57,k19,4.269192873176753,92.68003633301761
p11,221.03,372.97,k7,24.27848662082414,164.1133008691957
p11,139.99,303.68,k3,16.683977982942494,196.37292257392812
p11,141.5,306.35,k2,25.924630173287017,137.70656125325326
p11,159.24,328.59,k12,49.420685952353224,241.9365333873967
p11,94.76,384.91,k11,43.61489939894739,137.98871996924328
p11,177.77,276.33,k4,15.775592825424766,121.05969236851968
p12,90.4,364.98,k1,29.03930263925578,133.32679051354006
p12,99.67,372.79,k10,30.775507840802423,138.84476019608212
p12,210.52,342.7,k8,38.04262108471798,96.92481261531839
p12,130.06,331.45,k16,38.60872540631183,117.69892079634275
p12,172.34,257.71,k15,9.612710584552586,49.013775199732315
p12,219.69,280.54,k12,49.420685952353224,241.9365333873967
p12,229.15,259.11,k9,0.16357855909641117,22.347116004713854
p12,121.97,247.78,k2,25.924630173287017,137.70656125325326
p12,186.01,330.41,k5,35.93377448207023,153.01846452285918
p12,241.55,425.53,k19,4.269192873176753,92.68003633301761
p12,196.98,379.55,k17,38.219102856762014,163.73999364732992
p12,100.12,242.88,k4,15.775592825424766,121.05969236851968
p12,183.45,276.86,k13,23.990466349629813,161.33543610998106
p13,144.75,292.61,k20,0.3500144473473077,38.65342321814414
p13,94.77,288.04,k5,35.93377448207023,153.01846452285918
p13,117.65,233.53,k18,43.02104793135923,176.11522638673003
p13,125.98,270.68,k7,24.27848662082414,164.1133008691957
